JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department_1,Department_2,Department_3,DistanceFromHome,Education,EducationField_1,EducationField_2,EducationField_3,EducationField_4,EducationField_5,EducationField_6,Gender_1,Gender_2,JobLevel,JobRole_1,JobRole_2,JobRole_3,JobRole_4,JobRole_5,JobRole_6,JobRole_7,JobRole_8,JobRole_9,MaritalStatus_1,MaritalStatus_2,MaritalStatus_3,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
2,3,4.0,1.0,3.0,27,1,1,0,0,8,2,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,45990,1.0,15,1,1.0,3,1,0,0,0
2,3,1.0,1.0,3.0,33,1,0,1,0,8,4,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,24510,1.0,13,1,9.0,3,9,0,8,0
4,3,2.0,2.0,3.0,38,1,1,0,0,22,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,137340,0.0,13,0,3.0,3,2,1,2,0
3,3,4.0,4.0,2.0,32,1,1,0,0,4,3,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,53260,4.0,14,1,7.0,2,4,0,3,0
3,4,4.0,4.0,2.0,46,1,1,0,0,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,141180,2.0,22,0,12.0,3,6,1,4,0
2,3,4.0,2.0,3.0,33,2,1,0,0,9,3,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,46490,0.0,12,0,4.0,2,3,0,2,0
3,3,4.0,4.0,3.0,35,1,1,0,0,2,4,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,104660,1.0,13,0,2.0,1,2,2,2,0
3,3,3.0,2.0,4.0,47,0,0,1,0,1,4,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,45380,8.0,11,0,16.0,3,8,1,7,0
3,3,4.0,3.0,3.0,33,2,0,1,0,10,2,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,34200,1.0,14,0,8.0,3,8,3,0,0
3,3,4.0,2.0,4.0,33,1,1,0,0,7,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,38150,3.0,11,1,7.0,3,4,0,3,0
2,4,2.0,3.0,3.0,37,0,0,1,0,1,3,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,20080,3.0,22,0,15.0,5,13,10,7,0
2,3,2.0,2.0,4.0,44,0,0,1,0,23,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,195860,4.0,16,0,17.0,3,3,1,2,0
3,3,2.0,1.0,3.0,40,1,0,1,0,1,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,199430,2.0,13,1,15.0,3,7,7,7,0
4,3,4.0,3.0,2.0,58,1,0,1,0,8,4,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,29720,0.0,14,0,38.0,2,37,1,8,0
2,3,4.0,4.0,1.0,22,1,0,1,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,11020,6.0,19,0,4.0,3,2,2,2,0
3,3,4.0,4.0,3.0,54,0,0,1,0,9,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,196130,2.0,17,0,23.0,5,5,4,4,0
3,3,3.0,4.0,2.0,30,1,0,1,0,7,3,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,14830,5.0,13,0,12.0,3,0,0,0,0
3,3,3.0,1.0,3.0,43,2,0,1,0,5,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,96990,8.0,19,1,18.0,3,8,0,1,0
3,4,2.0,4.0,4.0,38,1,0,1,0,3,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,44900,2.0,21,1,10.0,1,5,0,3,0
2,3,3.0,2.0,3.0,46,1,0,1,0,6,3,0,0,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,46150,6.0,12,0,19.0,3,10,0,9,0
3,3,3.0,2.0,2.0,27,1,0,1,0,5,4,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,47350,0.0,13,0,6.0,2,5,1,1,0
2,3,4.0,3.0,2.0,34,2,1,0,0,9,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,26570,2.0,13,1,5.0,3,3,0,2,0
3,3,3.0,3.0,3.0,35,0,0,1,0,29,3,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,78230,1.0,13,1,15.0,3,14,2,9,0
3,4,3.0,2.0,4.0,33,0,1,0,0,7,3,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,112450,0.0,21,0,8.0,3,7,0,7,0
2,3,4.0,1.0,2.0,41,2,1,0,0,10,2,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,79450,4.0,12,1,21.0,6,7,7,7,0
2,3,2.0,3.0,3.0,35,1,0,1,0,22,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,29660,9.0,18,0,15.0,2,11,6,9,0
3,3,4.0,1.0,3.0,45,1,0,1,0,1,5,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,20880,4.0,15,3,18.0,2,5,0,2,0
1,3,2.0,4.0,4.0,34,1,1,0,0,28,3,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,176500,1.0,19,1,15.0,6,15,4,13,0
3,3,3.0,2.0,1.0,23,1,1,0,0,6,4,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,103220,1.0,14,2,3.0,2,3,1,2,0
3,3,3.0,2.0,2.0,37,1,0,1,0,19,2,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,27030,2.0,14,0,19.0,2,10,4,7,0
3,3,2.0,2.0,3.0,40,2,0,1,0,26,4,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,54400,1.0,12,1,20.0,2,20,2,13,0
2,4,4.0,4.0,4.0,43,0,0,1,0,6,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,20280,4.0,20,1,7.0,2,5,2,2,0
1,3,1.0,4.0,3.0,32,2,1,0,0,4,4,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,188440,1.0,19,0,10.0,3,10,4,7,0
3,3,3.0,4.0,3.0,59,0,0,1,0,12,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,47230,9.0,14,0,30.0,0,3,2,2,0
2,3,3.0,2.0,3.0,33,2,1,0,0,1,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,21760,1.0,14,1,6.0,2,6,1,2,0
3,3,3.0,1.0,3.0,28,1,1,0,0,1,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,44770,1.0,15,0,3.0,6,3,1,2,0
3,3,3.0,4.0,3.0,59,0,0,1,0,12,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,47230,9.0,14,0,30.0,0,3,2,2,0
3,4,1.0,1.0,3.0,31,1,1,0,0,7,4,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,132250,3.0,21,1,9.0,2,2,1,0,0
3,3,2.0,4.0,3.0,44,1,0,1,0,8,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,26100,6.0,15,0,6.0,2,4,1,2,0
2,3,4.0,3.0,3.0,36,1,1,0,0,1,3,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,166270,3.0,12,0,10.0,5,7,1,7,0
3,4,3.0,2.0,3.0,33,1,1,0,0,9,1,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,32950,6.0,22,2,7.0,2,3,1,1,0
3,3,3.0,1.0,3.0,21,1,1,0,0,10,5,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,66870,1.0,19,3,2.0,0,2,1,2,0
3,3,4.0,1.0,3.0,34,1,0,1,0,10,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,192460,3.0,15,1,15.0,5,13,3,12,0
3,3,4.0,2.0,3.0,31,1,0,1,0,16,4,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,42440,9.0,13,0,8.0,3,3,0,2,0
3,3,3.0,3.0,4.0,35,1,0,1,0,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,108550,3.0,13,1,17.0,2,8,1,6,0
2,3,1.0,2.0,2.0,50,2,0,1,0,3,4,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,61420,3.0,13,2,28.0,3,8,0,7,0
2,3,4.0,3.0,2.0,31,0,0,1,0,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,195130,1.0,12,1,10.0,1,10,9,6,0
2,3,2.0,2.0,3.0,28,1,1,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,22310,1.0,12,0,8.0,3,8,7,5,0
3,4,1.0,4.0,3.0,26,1,0,1,0,2,2,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,53040,0.0,20,1,5.0,2,4,1,1,0
3,3,2.0,1.0,3.0,44,1,1,0,0,1,2,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,187110,2.0,12,1,10.0,0,2,2,2,0
4,3,1.0,4.0,3.0,30,1,1,0,0,9,1,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,0,0,40890,0.0,18,0,10.0,2,9,6,7,0
3,4,2.0,4.0,3.0,29,1,0,0,1,8,3,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,25870,0.0,22,2,4.0,3,3,2,2,0
3,3,2.0,4.0,2.0,35,1,1,0,0,24,3,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,1,57450,1.0,17,3,3.0,4,3,1,2,0
2,3,2.0,3.0,3.0,40,1,0,1,0,3,3,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,45770,5.0,11,1,15.0,3,12,11,8,0
3,3,4.0,4.0,3.0,50,1,0,1,0,9,3,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,98880,6.0,15,0,20.0,2,4,1,3,0
2,3,2.0,3.0,3.0,40,1,0,1,0,3,3,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,45770,5.0,11,1,15.0,3,12,11,8,0
1,3,1.0,3.0,3.0,23,1,0,1,0,23,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,173280,1.0,17,1,2.0,2,2,0,2,0
2,3,2.0,4.0,4.0,31,1,0,1,0,1,4,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,61420,4.0,13,2,10.0,2,6,0,5,0
3,3,1.0,4.0,3.0,24,2,1,0,0,3,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,45080,0.0,11,1,3.0,5,2,2,1,0
3,3,4.0,4.0,4.0,44,1,0,1,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,40110,4.0,14,1,26.0,2,2,0,1,0
3,4,4.0,3.0,3.0,27,2,1,0,0,24,3,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,31720,1.0,20,1,9.0,1,9,1,7,0
3,3,1.0,4.0,3.0,55,1,0,1,0,2,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,74410,3.0,12,1,24.0,4,1,1,0,0
4,3,4.0,3.0,3.0,50,1,1,0,0,5,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,54730,1.0,19,1,20.0,2,20,3,8,0
3,3,2.0,3.0,3.0,31,1,0,1,0,2,4,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,1,103770,1.0,14,0,10.0,2,10,0,2,0
1,3,1.0,3.0,2.0,49,1,0,1,0,7,3,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,53240,2.0,19,0,20.0,2,3,1,2,0
2,4,3.0,3.0,4.0,35,2,1,0,0,7,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,32290,1.0,25,0,10.0,2,10,0,2,0
3,3,1.0,4.0,3.0,31,1,0,1,0,16,3,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,27820,1.0,19,1,13.0,5,13,9,9,0
1,3,4.0,4.0,2.0,37,1,0,1,0,14,4,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,65770,1.0,13,0,14.0,1,14,3,11,0
3,3,3.0,4.0,3.0,52,2,0,1,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,50060,3.0,16,1,31.0,2,9,0,0,0
2,3,3.0,3.0,3.0,30,0,0,1,0,17,4,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,64300,1.0,12,1,12.0,2,11,5,8,0
2,3,3.0,4.0,3.0,55,1,0,1,0,11,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,26930,1.0,18,0,36.0,6,36,2,13,0
3,3,4.0,4.0,2.0,36,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,132470,1.0,14,0,15.0,3,15,11,11,0
3,3,3.0,1.0,3.0,21,1,1,0,0,10,5,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,66870,1.0,19,3,2.0,0,2,1,2,0
2,3,1.0,3.0,4.0,49,1,1,0,0,14,4,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,62300,2.0,14,0,23.0,2,1,0,0,0
1,3,4.0,1.0,2.0,42,1,0,1,0,6,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,100080,6.0,19,1,9.0,3,4,1,2,0
2,3,1.0,3.0,1.0,28,1,1,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,163070,1.0,16,0,1.0,3,1,0,0,0
2,3,3.0,1.0,3.0,26,2,1,0,0,11,3,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,22670,1.0,19,3,7.0,2,7,0,7,0
3,3,1.0,4.0,3.0,36,1,0,1,0,24,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,61200,0.0,19,0,10.0,2,9,3,4,0
4,3,3.0,3.0,3.0,37,1,0,1,0,2,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,54050,7.0,15,0,8.0,3,6,1,3,0
3,3,4.0,3.0,3.0,41,1,0,1,0,2,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,47410,6.0,16,0,8.0,3,2,2,1,0
2,3,4.0,4.0,3.0,38,1,1,0,0,2,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,44480,9.0,12,0,10.0,3,2,1,2,0
3,3,3.0,3.0,3.0,38,1,0,1,0,5,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,154270,3.0,16,1,18.0,2,1,0,0,0
4,3,3.0,4.0,3.0,46,1,1,0,0,3,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,42720,7.0,13,0,24.0,3,2,2,2,0
3,3,2.0,3.0,4.0,34,1,1,0,0,4,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,12610,2.0,14,1,6.0,6,4,1,2,0
3,3,2.0,2.0,3.0,34,1,0,1,0,12,2,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,88650,1.0,11,1,1.0,0,1,1,0,0
3,3,2.0,2.0,2.0,27,1,1,0,0,3,2,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,135770,1.0,12,1,6.0,2,5,1,2,0
3,3,4.0,3.0,3.0,23,1,1,0,0,2,3,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,18780,1.0,13,1,1.0,2,1,0,1,0
3,3,1.0,4.0,3.0,28,1,1,0,0,24,5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,23280,1.0,11,2,4.0,3,4,0,2,0
3,4,3.0,4.0,3.0,34,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,26960,3.0,23,0,6.0,3,0,0,0,0
4,4,1.0,1.0,2.0,29,1,0,1,0,2,4,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,20960,0.0,22,0,6.0,2,5,0,2,0
4,3,2.0,3.0,3.0,34,1,0,1,0,2,5,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,49990,3.0,12,2,10.0,2,5,4,3,0
3,3,1.0,4.0,2.0,34,2,1,0,0,29,4,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,115100,0.0,14,1,7.0,5,6,0,4,0
2,3,4.0,4.0,2.0,32,2,0,1,0,9,2,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,35000,0.0,16,1,8.0,2,7,3,6,0
4,3,4.0,3.0,3.0,35,1,1,0,0,10,4,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,26320,3.0,13,3,7.0,3,2,2,2,0
3,3,3.0,2.0,4.0,47,0,0,1,0,1,4,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,45380,8.0,11,0,16.0,3,8,1,7,0
3,3,2.0,4.0,3.0,28,1,0,1,0,21,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,25000,1.0,16,2,6.0,3,5,0,4,0
3,3,3.0,4.0,4.0,32,1,0,1,0,10,4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,42330,1.0,11,0,10.0,5,10,0,8,0
3,3,3.0,1.0,4.0,25,1,1,0,0,5,3,0,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,27560,1.0,12,2,5.0,2,5,0,3,0
4,3,2.0,3.0,3.0,41,1,1,0,0,1,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,52570,1.0,14,0,10.0,2,10,0,8,0
3,3,3.0,1.0,3.0,45,1,1,0,0,29,2,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,29730,1.0,12,0,10.0,2,10,1,4,0
2,3,1.0,4.0,3.0,53,1,0,1,0,9,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,20890,5.0,16,0,28.0,2,2,2,2,0
3,4,3.0,4.0,4.0,34,1,0,1,0,10,4,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,74120,1.0,24,0,14.0,4,14,4,11,0
3,3,3.0,1.0,2.0,31,1,0,1,0,21,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,99800,1.0,12,0,6.0,1,6,0,1,0
2,4,4.0,1.0,3.0,50,1,0,1,0,20,2,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,0,0,154020,4.0,21,0,25.0,3,3,1,2,0
3,3,4.0,2.0,3.0,38,2,1,0,0,29,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,39170,1.0,15,3,4.0,2,4,3,3,0
3,3,1.0,1.0,3.0,31,2,1,0,0,8,4,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,25520,2.0,18,0,9.0,2,3,2,2,0
3,3,4.0,1.0,3.0,34,2,0,1,0,6,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,43060,0.0,11,0,14.0,2,13,4,9,0
4,3,3.0,4.0,3.0,31,1,1,0,0,2,5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,27280,8.0,11,0,7.0,3,4,0,2,0
2,3,1.0,3.0,4.0,52,0,0,1,0,2,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,45070,1.0,14,0,33.0,3,33,15,12,0
4,3,2.0,4.0,2.0,39,1,1,0,0,25,3,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,197010,0.0,11,0,21.0,3,20,9,6,0
4,3,4.0,4.0,3.0,48,2,0,1,0,2,3,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,197400,3.0,14,0,24.0,2,22,4,7,0
2,3,3.0,3.0,2.0,45,0,1,0,0,2,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,83960,3.0,15,2,25.0,3,23,14,4,0
3,3,3.0,3.0,3.0,34,2,1,0,0,24,4,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,164130,6.0,16,0,6.0,1,4,1,2,0
3,3,3.0,4.0,3.0,39,2,0,1,0,19,4,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,20620,1.0,13,0,21.0,4,21,13,3,0
3,3,4.0,3.0,1.0,38,1,1,0,0,10,3,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,181720,6.0,12,2,6.0,5,1,0,1,0
2,3,1.0,2.0,3.0,38,1,0,1,0,5,2,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,63840,3.0,19,2,19.0,4,10,0,1,0
3,3,4.0,4.0,3.0,44,1,0,1,0,16,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,80200,3.0,11,1,23.0,2,12,11,11,0
2,3,2.0,4.0,3.0,29,2,1,0,0,2,4,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,64990,1.0,18,3,10.0,3,10,2,8,0
2,3,3.0,4.0,3.0,59,1,0,1,0,16,4,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,1,0,186650,3.0,12,0,30.0,3,5,4,3,0
4,3,4.0,4.0,2.0,39,0,0,1,0,3,4,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,47240,2.0,12,1,21.0,4,6,1,3,0
3,3,4.0,2.0,2.0,33,0,0,1,0,2,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,25960,8.0,14,1,13.0,4,11,1,7,0
3,3,3.0,3.0,3.0,49,1,0,0,1,6,2,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,107390,2.0,11,3,30.0,3,15,2,12,0
3,3,1.0,4.0,2.0,34,1,1,0,0,2,3,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,46950,1.0,16,1,14.0,2,14,2,1,0
3,4,3.0,4.0,2.0,45,1,0,1,0,2,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,57680,5.0,23,1,9.0,4,6,0,3,0
3,3,2.0,2.0,1.0,32,2,0,1,0,17,4,0,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,193280,1.0,15,3,5.0,2,5,0,3,0
3,3,1.0,3.0,2.0,27,1,1,0,0,22,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,22060,0.0,14,1,6.0,4,5,0,3,0
4,4,3.0,2.0,3.0,38,1,1,0,0,14,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,41710,0.0,23,0,10.0,4,9,7,7,0
3,3,3.0,4.0,3.0,55,1,1,0,0,26,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,104480,2.0,13,0,30.0,3,5,1,2,0
2,3,2.0,2.0,3.0,27,1,0,1,0,11,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,43930,1.0,18,1,8.0,2,8,0,7,0
3,3,3.0,3.0,3.0,34,2,1,0,0,24,4,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,164130,6.0,16,0,6.0,1,4,1,2,0
2,3,4.0,2.0,2.0,30,1,0,0,1,20,4,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,46610,1.0,11,0,12.0,3,12,1,7,0
2,3,4.0,4.0,3.0,39,0,0,1,0,3,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,109760,1.0,11,0,9.0,3,9,5,8,0
3,3,1.0,4.0,2.0,34,2,1,0,0,29,4,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,115100,0.0,14,1,7.0,5,6,0,4,0
2,4,2.0,1.0,4.0,42,1,0,1,0,1,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,30340,7.0,21,1,9.0,3,6,1,5,0
3,3,3.0,1.0,2.0,40,1,0,0,1,2,3,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,1,0,0,24550,1.0,15,1,8.0,2,7,7,5,0
3,4,4.0,4.0,4.0,44,1,0,0,1,26,3,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,47590,2.0,21,0,9.0,2,4,1,3,0
4,3,4.0,3.0,3.0,29,0,0,1,0,10,4,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,58690,1.0,11,1,10.0,6,10,0,9,0
3,3,1.0,3.0,3.0,38,2,0,1,0,1,4,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,36690,2.0,19,0,10.0,2,8,7,7,0
4,3,4.0,2.0,1.0,35,1,0,1,0,23,4,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,63340,1.0,14,0,11.0,2,11,3,3,0
3,3,4.0,3.0,4.0,26,1,0,1,0,9,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,106860,1.0,14,1,3.0,2,3,0,2,0
