JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department_1,Department_2,Department_3,DistanceFromHome,Education,EducationField_1,EducationField_2,EducationField_3,EducationField_4,EducationField_5,EducationField_6,Gender_1,Gender_2,JobLevel,JobRole_1,JobRole_2,JobRole_3,JobRole_4,JobRole_5,JobRole_6,JobRole_7,JobRole_8,JobRole_9,MaritalStatus_1,MaritalStatus_2,MaritalStatus_3,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
3,3,1.0,3.0,3.0,48,0,1,0,0,1,2,4,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,45540,2.0,11,2,19.0,3,2,2,2
3,3,3.0,3.0,3.0,48,0,1,1,0,0,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,54150,7.0,11,1,27.0,1,15,4,8
3,3,4.0,3.0,3.0,41,0,1,0,1,0,2,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,47410,6.0,16,0,8.0,3,2,2,1
4,3,4.0,4.0,3.0,39,0,1,1,0,0,2,3,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,21150,1.0,18,0,21.0,3,21,11,8
3,3,1.0,4.0,3.0,27,0,1,0,1,0,3,3,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,31610,0.0,13,2,4.0,0,3,2,2
3,3,2.0,4.0,2.0,35,0,1,1,0,0,24,3,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,1,57450,1.0,17,3,3.0,4,3,1,2
4,4,1.0,4.0,3.0,50,0,1,1,0,0,27,3,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,33100,4.0,22,1,8.0,3,1,0,0
2,3,3.0,4.0,3.0,59,0,1,0,1,0,16,4,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,1,0,186650,3.0,12,0,30.0,3,5,4,3
4,3,1.0,2.0,1.0,37,1,1,1,0,0,15,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,44850,5.0,11,1,15.0,2,1,0,0
2,3,3.0,2.0,3.0,55,0,2,0,1,0,26,2,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,27890,3.0,13,1,17.0,2,8,6,7
3,3,2.0,3.0,3.0,41,0,0,0,1,0,19,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,58280,1.0,13,0,21.0,0,21,5,10
2,3,2.0,1.0,3.0,26,1,0,0,1,0,21,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,135250,8.0,17,1,7.0,4,2,2,2
4,3,1.0,4.0,3.0,52,1,1,0,1,0,5,4,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,1,0,0,14200,1.0,13,1,33.0,2,32,6,9
3,3,4.0,4.0,3.0,44,0,1,0,1,0,16,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,80200,3.0,11,1,23.0,2,12,11,11
2,3,4.0,3.0,3.0,50,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,36880,0.0,11,0,19.0,3,18,0,13
3,3,3.0,1.0,3.0,36,1,1,1,0,0,2,4,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,54820,1.0,18,0,18.0,3,17,15,14
4,3,4.0,1.0,3.0,39,0,2,1,0,0,11,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,160150,1.0,11,0,21.0,3,21,2,8
3,3,2.0,4.0,2.0,33,0,0,1,0,0,9,2,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,12000,0.0,11,1,3.0,3,2,2,2
2,3,4.0,4.0,4.0,45,0,1,0,1,0,7,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,56610,3.0,12,0,26.0,2,9,1,1
1,4,4.0,3.0,3.0,32,0,0,0,1,0,15,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,69290,9.0,20,0,10.0,6,8,7,7
2,3,2.0,4.0,2.0,34,0,1,1,0,0,6,4,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,96130,0.0,12,1,16.0,5,15,0,9
3,3,2.0,4.0,1.0,59,0,1,0,1,0,5,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,56740,3.0,12,0,14.0,6,6,0,4
3,4,2.0,2.0,3.0,45,0,1,0,1,0,16,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,54840,1.0,20,3,6.0,6,6,0,4
4,4,3.0,2.0,3.0,53,0,2,1,0,0,8,2,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,120610,2.0,20,1,30.0,2,15,6,12
3,3,1.0,3.0,2.0,36,1,1,0,1,0,7,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,56600,7.0,12,0,9.0,3,1,0,0
3,3,1.0,1.0,3.0,26,1,2,1,0,0,2,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,48210,6.0,14,2,6.0,2,3,1,2
2,3,3.0,3.0,3.0,34,0,1,0,1,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,64100,1.0,13,1,1.0,5,1,0,0
4,3,4.0,2.0,3.0,28,0,1,0,1,0,10,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,52100,1.0,15,0,1.0,1,1,0,0
1,3,3.0,3.0,3.0,38,0,2,1,0,0,9,4,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,26950,3.0,14,1,8.0,4,2,2,2
3,3,2.0,3.0,2.0,50,0,1,0,1,0,5,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,118780,2.0,13,1,29.0,2,8,7,7
3,4,4.0,2.0,2.0,37,0,1,0,1,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,170680,3.0,23,0,8.0,6,4,0,1
3,3,3.0,1.0,2.0,40,0,1,0,0,1,2,3,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,1,0,0,24550,1.0,15,1,8.0,2,7,7,5
2,3,1.0,3.0,3.0,26,0,2,0,1,0,3,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,139640,1.0,11,2,5.0,1,5,1,3
2,3,4.0,4.0,3.0,46,0,1,0,1,0,2,1,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,49410,9.0,13,2,23.0,2,2,2,2
3,3,3.0,3.0,3.0,54,0,1,0,1,0,5,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,24780,6.0,11,0,13.0,0,9,7,0
3,3,1.0,3.0,3.0,56,0,2,0,1,0,1,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,52280,2.0,11,0,18.0,4,5,0,3
3,3,4.0,4.0,2.0,36,0,1,0,1,0,4,2,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,44780,0.0,18,1,15.0,3,14,7,8
2,3,3.0,1.0,4.0,55,0,0,0,1,0,2,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,75470,7.0,16,0,31.0,2,9,6,2
2,4,3.0,4.0,3.0,43,0,1,1,0,0,25,2,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,50550,5.0,22,0,18.0,2,1,0,0
2,4,4.0,4.0,3.0,20,1,2,1,0,0,8,3,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,34640,1.0,20,0,2.0,3,2,0,2
3,3,3.0,1.0,2.0,21,1,1,0,1,0,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,57750,1.0,18,0,1.0,2,1,1,0
3,3,4.0,1.0,3.0,46,0,1,1,0,0,12,3,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,89430,8.0,12,1,19.0,6,16,1,7
3,4,1.0,3.0,4.0,51,1,1,1,0,0,23,3,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,192720,9.0,20,0,18.0,2,10,2,7
2,3,2.0,1.0,2.0,28,1,0,0,1,0,19,4,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,52380,1.0,17,1,10.0,4,10,1,9
1,3,1.0,1.0,3.0,26,0,1,0,1,0,5,4,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,46820,1.0,11,1,6.0,3,5,1,3
3,3,3.0,1.0,2.0,30,0,1,0,1,0,8,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,183000,0.0,14,0,7.0,6,6,0,2
4,3,2.0,3.0,3.0,41,0,1,1,0,0,1,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,52570,1.0,14,0,10.0,2,10,0,8
3,3,3.0,3.0,2.0,38,0,1,0,1,0,5,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,63490,0.0,11,0,20.0,3,19,1,9
3,3,1.0,4.0,3.0,40,0,1,1,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,48690,4.0,12,0,14.0,2,11,11,1
2,3,1.0,3.0,3.0,27,0,0,1,0,0,11,3,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,99850,1.0,14,1,3.0,3,3,1,2
3,3,4.0,2.0,3.0,55,0,2,0,1,0,23,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,36970,3.0,13,1,23.0,1,3,1,2
4,3,3.0,3.0,4.0,28,0,1,0,1,0,1,3,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,74570,3.0,11,2,10.0,1,8,1,7
3,3,2.0,1.0,3.0,44,1,1,0,1,0,18,4,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,21190,9.0,15,0,24.0,3,20,3,6
3,3,4.0,4.0,3.0,33,0,1,1,0,0,23,4,0,0,0,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,39830,4.0,12,0,9.0,3,3,1,2
2,4,4.0,1.0,3.0,35,1,1,1,0,0,7,4,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,61180,0.0,21,1,9.0,3,8,4,7
3,3,1.0,3.0,3.0,33,1,2,0,1,0,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,62140,1.0,19,2,14.0,3,13,3,8
3,3,1.0,3.0,2.0,28,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,63470,1.0,15,1,4.0,2,4,2,2
3,3,1.0,4.0,2.0,34,0,2,1,0,0,29,4,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,115100,0.0,14,1,7.0,5,6,0,4
2,4,4.0,4.0,3.0,37,0,1,0,1,0,7,4,1,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,71430,2.0,21,0,8.0,6,1,0,0
2,3,4.0,4.0,4.0,25,1,1,0,0,1,25,4,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,82680,1.0,12,0,7.0,3,7,5,6
4,3,1.0,3.0,2.0,26,1,1,1,0,0,8,2,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,80950,1.0,15,0,1.0,3,1,0,0
3,3,1.0,2.0,3.0,33,1,1,0,1,0,8,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,29040,4.0,13,0,5.0,2,2,2,2
2,3,4.0,1.0,3.0,42,0,1,0,1,0,11,1,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,60320,0.0,14,0,23.0,2,22,13,7
3,3,1.0,2.0,3.0,28,1,2,0,1,0,7,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,29760,1.0,14,0,1.0,3,1,0,0
3,3,4.0,3.0,3.0,50,1,2,0,1,0,1,4,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,159920,3.0,14,0,5.0,3,0,0,0
2,3,4.0,2.0,3.0,33,0,2,1,0,0,9,3,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,46490,0.0,12,0,4.0,2,3,0,2
3,4,3.0,4.0,3.0,34,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,26960,3.0,23,0,6.0,3,0,0,0
3,3,1.0,4.0,2.0,48,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,23700,2.0,11,0,27.0,3,5,2,1
3,3,2.0,3.0,3.0,45,0,0,0,1,0,1,3,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,125040,1.0,12,1,15.0,2,15,4,12
3,3,2.0,2.0,3.0,52,0,1,1,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,59740,7.0,18,1,18.0,6,8,4,0
2,3,3.0,3.0,3.0,38,0,1,0,1,0,6,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,47360,0.0,11,1,9.0,3,8,2,7
4,3,3.0,4.0,3.0,29,0,1,0,1,0,8,3,0,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,52960,4.0,14,0,11.0,3,7,1,7
3,3,4.0,2.0,2.0,28,0,1,0,0,1,1,3,0,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,0,0,0,0,1,67810,0.0,15,1,10.0,2,9,1,7
3,3,1.0,3.0,3.0,46,0,1,0,1,0,6,4,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,21740,3.0,11,1,23.0,3,12,4,9
3,4,4.0,2.0,3.0,38,0,1,0,1,0,7,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,66530,7.0,20,1,10.0,2,1,0,0
3,3,3.0,1.0,3.0,43,0,2,0,1,0,5,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,96990,8.0,19,1,18.0,3,8,0,1
3,3,1.0,4.0,3.0,39,1,2,1,0,0,1,3,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,67550,7.0,14,1,21.0,2,18,11,5
3,3,3.0,3.0,4.0,40,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,22130,1.0,17,0,21.0,4,20,4,9
2,3,4.0,2.0,4.0,21,0,1,0,1,0,1,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,26100,1.0,11,1,2.0,3,2,2,2
3,3,3.0,2.0,2.0,39,0,0,0,1,0,6,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,28510,9.0,15,0,9.0,2,5,0,3
4,3,1.0,4.0,3.0,36,0,0,0,1,0,1,3,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,34520,2.0,13,3,18.0,4,11,0,9
3,3,3.0,4.0,3.0,31,0,2,0,1,0,7,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,52580,0.0,14,3,3.0,5,2,2,2
3,3,1.0,2.0,1.0,28,0,1,1,0,0,2,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,93550,0.0,11,0,6.0,4,5,0,4
3,3,4.0,4.0,3.0,35,0,2,0,1,0,9,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,104960,1.0,13,1,5.0,2,5,0,2
2,4,4.0,2.0,3.0,49,0,1,1,0,0,2,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,63800,6.0,23,1,22.0,1,9,2,3
2,3,4.0,3.0,2.0,34,0,2,1,0,0,9,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,26570,2.0,13,1,5.0,3,3,0,2
1,3,4.0,2.0,2.0,29,0,2,0,1,0,1,4,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,27160,0.0,18,0,8.0,2,7,1,1
4,3,2.0,4.0,3.0,42,0,1,1,0,0,21,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,22010,4.0,12,1,16.0,3,1,0,0
1,4,2.0,4.0,2.0,29,0,1,1,0,0,4,2,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,65400,1.0,22,0,10.0,2,10,1,2
2,3,3.0,3.0,4.0,38,0,1,0,1,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,38160,1.0,13,2,7.0,2,7,5,0
3,3,3.0,3.0,3.0,28,0,2,1,0,0,6,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,52530,1.0,15,0,3.0,2,3,0,2
4,3,3.0,3.0,3.0,18,1,0,0,1,0,2,4,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,109650,1.0,18,0,0.0,5,0,0,0
2,3,1.0,1.0,3.0,33,1,1,0,1,0,3,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,49360,0.0,14,0,6.0,2,5,0,3
3,3,2.0,4.0,3.0,41,0,1,0,1,0,4,2,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,25430,3.0,12,0,6.0,3,1,0,0
4,3,3.0,3.0,2.0,31,1,2,1,0,0,10,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,53040,1.0,17,0,2.0,3,2,2,2
3,3,4.0,3.0,3.0,27,0,1,0,1,0,6,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,42600,1.0,11,2,4.0,2,4,2,2
3,3,2.0,3.0,2.0,34,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,24760,1.0,19,0,6.0,2,6,1,3
2,3,3.0,3.0,1.0,35,0,1,0,1,0,6,3,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,31020,1.0,13,1,6.0,3,5,1,4
1,3,4.0,1.0,1.0,29,1,1,0,1,0,6,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,22440,1.0,12,3,11.0,5,11,3,10
1,3,2.0,3.0,2.0,40,0,2,0,1,0,2,4,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,75960,9.0,11,0,20.0,0,18,2,13
1,3,3.0,1.0,2.0,42,1,2,1,0,0,2,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,22850,0.0,16,0,22.0,3,21,13,14
2,4,2.0,1.0,4.0,42,0,1,0,1,0,1,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,30340,7.0,21,1,9.0,3,6,1,5
3,4,4.0,3.0,3.0,35,0,1,0,1,0,5,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,57150,6.0,24,2,10.0,0,8,1,7
3,3,4.0,2.0,3.0,24,0,1,1,0,0,7,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,25760,8.0,17,3,6.0,3,4,1,2
1,3,3.0,4.0,2.0,28,1,1,0,1,0,15,4,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,41970,1.0,13,0,1.0,3,1,0,0
3,4,1.0,4.0,3.0,26,0,1,0,1,0,1,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,143360,1.0,21,1,8.0,3,8,0,7
3,4,3.0,4.0,1.0,40,0,2,0,1,0,26,4,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,194060,3.0,20,3,16.0,2,1,0,0
3,3,3.0,2.0,4.0,35,0,1,0,1,0,18,5,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,65380,2.0,16,1,15.0,3,7,6,4
3,3,4.0,1.0,3.0,34,0,2,0,1,0,6,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,43060,0.0,11,0,14.0,2,13,4,9
3,3,4.0,4.0,4.0,35,0,2,0,1,0,3,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,22580,1.0,11,1,2.0,2,2,2,2
3,3,1.0,3.0,2.0,43,1,1,1,0,0,5,3,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,45220,8.0,15,1,7.0,3,4,1,3
2,3,3.0,1.0,3.0,32,0,0,0,1,0,11,2,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,44870,1.0,11,0,1.0,5,1,0,0
1,3,4.0,1.0,3.0,56,0,1,0,1,0,3,2,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,44490,4.0,15,0,28.0,3,5,4,2
3,4,2.0,4.0,3.0,29,0,1,0,1,0,26,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,22180,1.0,24,1,10.0,1,10,0,8
3,3,3.0,1.0,3.0,19,0,1,0,1,0,23,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,191970,1.0,12,0,1.0,2,1,0,0
3,3,1.0,3.0,2.0,45,0,1,0,1,0,22,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,132120,4.0,13,0,7.0,4,3,0,2
1,3,4.0,4.0,2.0,37,0,1,0,1,0,14,4,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,65770,1.0,13,0,14.0,1,14,3,11
3,3,1.0,3.0,2.0,20,0,1,0,1,0,6,3,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,83920,1.0,17,0,2.0,5,2,1,2
1,3,3.0,3.0,3.0,44,1,1,0,0,1,6,2,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,45580,1.0,13,1,6.0,2,6,0,2
2,3,4.0,3.0,3.0,53,0,1,0,1,0,6,4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,40310,3.0,12,1,26.0,3,7,4,7
3,3,2.0,4.0,2.0,29,0,1,0,1,0,23,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,79690,0.0,14,0,6.0,3,5,1,3
2,4,3.0,4.0,3.0,22,1,2,0,1,0,22,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,26540,0.0,24,0,1.0,5,0,0,0
3,3,3.0,1.0,3.0,46,0,1,0,1,0,2,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,165550,8.0,14,2,28.0,4,26,15,9
3,3,4.0,3.0,3.0,44,0,0,0,1,0,20,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,45560,2.0,13,0,6.0,4,0,0,0
1,3,2.0,3.0,3.0,33,0,1,0,1,0,28,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,60910,1.0,15,0,5.0,6,5,1,4
4,3,1.0,1.0,1.0,41,1,0,0,1,0,12,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,195660,6.0,16,0,5.0,2,1,0,0
2,3,3.0,1.0,3.0,30,0,1,1,0,0,20,3,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,48100,8.0,18,0,8.0,3,4,0,3
4,3,2.0,2.0,3.0,40,0,2,1,0,0,9,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,45230,5.0,16,1,5.0,5,0,0,0
3,3,4.0,1.0,3.0,28,0,1,0,1,0,6,3,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,23510,1.0,16,0,6.0,4,6,3,3
3,4,4.0,2.0,3.0,46,0,1,0,1,0,8,4,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,17020,5.0,21,0,25.0,2,4,0,3
2,4,3.0,1.0,3.0,35,0,1,1,0,0,4,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,180410,3.0,20,1,15.0,3,7,1,7
3,3,4.0,2.0,1.0,24,1,1,0,0,1,28,4,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,28860,1.0,19,1,1.0,5,1,0,0
2,3,2.0,3.0,2.0,33,0,2,0,1,0,9,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,20970,1.0,14,2,10.0,5,10,0,1
4,3,3.0,3.0,3.0,36,0,1,0,1,0,9,2,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,119350,1.0,11,3,7.0,6,7,1,7
3,3,3.0,3.0,2.0,30,0,1,1,0,0,29,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,25460,1.0,14,1,10.0,2,10,8,9
1,3,4.0,4.0,3.0,44,0,1,0,1,0,3,4,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,25640,1.0,12,3,20.0,3,20,13,17
2,3,3.0,4.0,3.0,20,0,1,0,1,0,18,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,84120,1.0,13,0,2.0,2,2,2,2
3,4,4.0,4.0,2.0,46,0,1,1,0,0,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,141180,2.0,22,0,12.0,3,6,1,4
2,3,4.0,1.0,4.0,42,0,0,0,1,0,5,4,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,1,0,0,170460,7.0,11,0,10.0,3,4,0,3
3,3,2.0,4.0,3.0,60,0,1,1,0,0,2,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,25640,0.0,14,1,12.0,3,11,1,9
